V,K_I,Na_I,L_I,Cl_I
-0.966881,3.21135,-0.659075,-3.47006,2.12191
-0.967085,3.21132,-0.659057,-3.47013,2.12186
-0.967289,3.21128,-0.65904,-3.47019,2.1218
-0.967493,3.21125,-0.659022,-3.47025,2.12175
-0.967696,3.21121,-0.659004,-3.47031,2.12169
-0.9679,3.21117,-0.658987,-3.47037,2.12163
-0.968103,3.21114,-0.658969,-3.47043,2.12158
-0.968307,3.2111,-0.658952,-3.47049,2.12152
-0.96851,3.21107,-0.658934,-3.47055,2.12146
-0.968713,3.21103,-0.658917,-3.47061,2.12141
-0.968916,3.211,-0.658899,-3.47067,2.12135
-0.969119,3.21096,-0.658882,-3.47074,2.12129
-0.969321,3.21093,-0.658864,-3.4708,2.12124
-0.969524,3.21089,-0.658847,-3.47086,2.12118
-0.969726,3.21086,-0.65883,-3.47092,2.12113
-0.969928,3.21082,-0.658812,-3.47098,2.12107
-0.970131,3.21079,-0.658795,-3.47104,2.12101
-0.970333,3.21075,-0.658778,-3.4711,2.12096
-0.970534,3.21072,-0.65876,-3.47116,2.1209
-0.970736,3.21068,-0.658743,-3.47122,2.12085
-0.970938,3.21065,-0.658726,-3.47128,2.12079
-0.971139,3.21061,-0.658709,-3.47134,2.12073
-0.97134,3.21058,-0.658692,-3.4714,2.12068
-0.971541,3.21054,-0.658675,-3.47146,2.12062
-0.971743,3.21051,-0.658658,-3.47152,2.12057
-0.971943,3.21047,-0.658641,-3.47158,2.12051
-0.972144,3.21044,-0.658624,-3.47164,2.12046
-0.972345,3.2104,-0.658607,-3.4717,2.1204
-0.972545,3.21037,-0.65859,-3.47176,2.12034
-0.972746,3.21033,-0.658573,-3.47182,2.12029
-0.972946,3.2103,-0.658556,-3.47188,2.12023
-0.973146,3.21026,-0.658539,-3.47194,2.12018
-0.973346,3.21023,-0.658522,-3.472,2.12012
-0.973546,3.21019,-0.658506,-3.47206,2.12007
-0.973745,3.21016,-0.658489,-3.47212,2.12001
-0.973945,3.21012,-0.658472,-3.47218,2.11996
-0.974144,3.21009,-0.658455,-3.47224,2.1199
-0.974344,3.21005,-0.658439,-3.4723,2.11985
-0.974543,3.21002,-0.658422,-3.47236,2.11979
-0.974742,3.20998,-0.658406,-3.47242,2.11974
-0.974941,3.20995,-0.658389,-3.47248,2.11968
-0.97514,3.20991,-0.658372,-3.47254,2.11962
-0.975338,3.20988,-0.658356,-3.4726,2.11957
-0.975537,3.20984,-0.658339,-3.47266,2.11951
-0.975735,3.20981,-0.658323,-3.47272,2.11946
-0.975933,3.20977,-0.658306,-3.47278,2.1194
-0.976131,3.20974,-0.65829,-3.47284,2.11935
-0.976329,3.2097,-0.658274,-3.4729,2.11929
-0.976527,3.20967,-0.658257,-3.47296,2.11924
-0.976725,3.20963,-0.658241,-3.47302,2.11919
-0.976922,3.2096,-0.658225,-3.47308,2.11913
-0.97712,3.20957,-0.658209,-3.47314,2.11908
-0.977317,3.20953,-0.658192,-3.4732,2.11902
-0.977514,3.2095,-0.658176,-3.47325,2.11897
-0.977711,3.20946,-0.65816,-3.47331,2.11891
-0.977908,3.20943,-0.658144,-3.47337,2.11886
-0.978105,3.20939,-0.658128,-3.47343,2.1188
-0.978302,3.20936,-0.658112,-3.47349,2.11875
-0.978498,3.20932,-0.658096,-3.47355,2.11869
-0.978694,3.20929,-0.658079,-3.47361,2.11864
-0.978891,3.20925,-0.658063,-3.47367,2.11858
-0.979087,3.20922,-0.658048,-3.47373,2.11853
-0.979283,3.20918,-0.658032,-3.47378,2.11848
-0.979479,3.20915,-0.658016,-3.47384,2.11842
-0.979674,3.20911,-0.658,-3.4739,2.11837
-0.97987,3.20908,-0.657984,-3.47396,2.11831
-0.980065,3.20905,-0.657968,-3.47402,2.11826
-0.980261,3.20901,-0.657952,-3.47408,2.11821
-0.980456,3.20898,-0.657937,-3.47414,2.11815
-0.980651,3.20894,-0.657921,-3.4742,2.1181
-0.980846,3.20891,-0.657905,-3.47425,2.11804
-0.981041,3.20887,-0.657889,-3.47431,2.11799
-0.981235,3.20884,-0.657874,-3.47437,2.11793
-0.98143,3.2088,-0.657858,-3.47443,2.11788
-0.981624,3.20877,-0.657843,-3.47449,2.11783
-0.981818,3.20873,-0.657827,-3.47455,2.11777
-0.982013,3.2087,-0.657811,-3.4746,2.11772
-0.982207,3.20867,-0.657796,-3.47466,2.11767
-0.9824,3.20863,-0.65778,-3.47472,2.11761
-0.982594,3.2086,-0.657765,-3.47478,2.11756
-0.982788,3.20856,-0.65775,-3.47484,2.1175
-0.982981,3.20853,-0.657734,-3.47489,2.11745
-0.983175,3.20849,-0.657719,-3.47495,2.1174
-0.983368,3.20846,-0.657704,-3.47501,2.11734
-0.983561,3.20842,-0.657688,-3.47507,2.11729
-0.983754,3.20839,-0.657673,-3.47513,2.11724
-0.983947,3.20836,-0.657658,-3.47518,2.11718
-0.984139,3.20832,-0.657642,-3.47524,2.11713
-0.984332,3.20829,-0.657627,-3.4753,2.11708
-0.984524,3.20825,-0.657612,-3.47536,2.11702
-0.984717,3.20822,-0.657597,-3.47542,2.11697
-0.984909,3.20818,-0.657582,-3.47547,2.11692
-0.985101,3.20815,-0.657567,-3.47553,2.11686
-0.985293,3.20812,-0.657552,-3.47559,2.11681
-0.985485,3.20808,-0.657537,-3.47565,2.11676
-0.985676,3.20805,-0.657522,-3.4757,2.1167
-0.985868,3.20801,-0.657507,-3.47576,2.11665
-0.986059,3.20798,-0.657492,-3.47582,2.1166
-0.986251,3.20794,-0.657477,-3.47588,2.11654
-0.986442,3.20791,-0.657462,-3.47593,2.11649
-0.986633,3.20788,-0.657447,-3.47599,2.11644
-0.986824,3.20784,-0.657432,-3.47605,2.11639
-0.987014,3.20781,-0.657418,-3.4761,2.11633
-0.987205,3.20777,-0.657403,-3.47616,2.11628
-0.987395,3.20774,-0.657388,-3.47622,2.11623
-0.987586,3.2077,-0.657373,-3.47628,2.11617
-0.987776,3.20767,-0.657359,-3.47633,2.11612
-0.987966,3.20764,-0.657344,-3.47639,2.11607
-0.988156,3.2076,-0.657329,-3.47645,2.11602
-0.988346,3.20757,-0.657315,-3.4765,2.11596
-0.988536,3.20753,-0.6573,-3.47656,2.11591
-0.988725,3.2075,-0.657286,-3.47662,2.11586
-0.988915,3.20747,-0.657271,-3.47667,2.11581
-0.989104,3.20743,-0.657257,-3.47673,2.11575
-0.989293,3.2074,-0.657242,-3.47679,2.1157
-0.989482,3.20736,-0.657228,-3.47684,2.11565
-0.989671,3.20733,-0.657213,-3.4769,2.1156
-0.98986,3.2073,-0.657199,-3.47696,2.11554
-0.990049,3.20726,-0.657185,-3.47701,2.11549
-0.990237,3.20723,-0.65717,-3.47707,2.11544
-0.990426,3.20719,-0.657156,-3.47713,2.11539
-0.990614,3.20716,-0.657142,-3.47718,2.11534
-0.990802,3.20713,-0.657128,-3.47724,2.11528
-0.99099,3.20709,-0.657113,-3.4773,2.11523
-0.991178,3.20706,-0.657099,-3.47735,2.11518
-0.991366,3.20702,-0.657085,-3.47741,2.11513
-0.991554,3.20699,-0.657071,-3.47747,2.11508
-0.991741,3.20696,-0.657057,-3.47752,2.11502
-0.991928,3.20692,-0.657043,-3.47758,2.11497
-0.992116,3.20689,-0.657029,-3.47763,2.11492
-0.992303,3.20685,-0.657015,-3.47769,2.11487
-0.99249,3.20682,-0.657001,-3.47775,2.11482
-0.992677,3.20679,-0.656987,-3.4778,2.11476
-0.992864,3.20675,-0.656973,-3.47786,2.11471
-0.99305,3.20672,-0.656959,-3.47792,2.11466
-0.993237,3.20668,-0.656945,-3.47797,2.11461
-0.993423,3.20665,-0.656931,-3.47803,2.11456
-0.993609,3.20662,-0.656917,-3.47808,2.11451
-0.993795,3.20658,-0.656904,-3.47814,2.11445
-0.993981,3.20655,-0.65689,-3.47819,2.1144
-0.994167,3.20652,-0.656876,-3.47825,2.11435
-0.994353,3.20648,-0.656862,-3.47831,2.1143
-0.994539,3.20645,-0.656849,-3.47836,2.11425
-0.994724,3.20641,-0.656835,-3.47842,2.1142
-0.99491,3.20638,-0.656821,-3.47847,2.11415
-0.995095,3.20635,-0.656808,-3.47853,2.11409
-0.99528,3.20631,-0.656794,-3.47858,2.11404
-0.995465,3.20628,-0.656781,-3.47864,2.11399
-0.99565,3.20625,-0.656767,-3.47869,2.11394
-0.995834,3.20621,-0.656754,-3.47875,2.11389
-0.996019,3.20618,-0.65674,-3.47881,2.11384
-0.996203,3.20614,-0.656727,-3.47886,2.11379
-0.996388,3.20611,-0.656713,-3.47892,2.11374
-0.996572,3.20608,-0.6567,-3.47897,2.11368
-0.996756,3.20604,-0.656687,-3.47903,2.11363
-0.99694,3.20601,-0.656673,-3.47908,2.11358
-0.997124,3.20598,-0.65666,-3.47914,2.11353
-0.997308,3.20594,-0.656647,-3.47919,2.11348
-0.997491,3.20591,-0.656634,-3.47925,2.11343
-0.997675,3.20588,-0.65662,-3.4793,2.11338
-0.997858,3.20584,-0.656607,-3.47936,2.11333
-0.998041,3.20581,-0.656594,-3.47941,2.11328
-0.998224,3.20577,-0.656581,-3.47947,2.11323
-0.998407,3.20574,-0.656568,-3.47952,2.11318
-0.99859,3.20571,-0.656555,-3.47958,2.11313
-0.998773,3.20567,-0.656542,-3.47963,2.11308
-0.998955,3.20564,-0.656529,-3.47969,2.11302
-0.999138,3.20561,-0.656516,-3.47974,2.11297
-0.99932,3.20557,-0.656503,-3.4798,2.11292
-0.999502,3.20554,-0.65649,-3.47985,2.11287
-0.999684,3.20551,-0.656477,-3.47991,2.11282
-0.999866,3.20547,-0.656464,-3.47996,2.11277
-1.00005,3.20544,-0.656451,-3.48001,2.11272
-1.00023,3.20541,-0.656438,-3.48007,2.11267
-1.00041,3.20537,-0.656426,-3.48012,2.11262
-1.00059,3.20534,-0.656413,-3.48018,2.11257
-1.00077,3.20531,-0.6564,-3.48023,2.11252
-1.00096,3.20527,-0.656387,-3.48029,2.11247
-1.00114,3.20524,-0.656375,-3.48034,2.11242
-1.00132,3.20521,-0.656362,-3.4804,2.11237
-1.0015,3.20517,-0.656349,-3.48045,2.11232
-1.00168,3.20514,-0.656337,-3.4805,2.11227
-1.00186,3.20511,-0.656324,-3.48056,2.11222
-1.00204,3.20507,-0.656312,-3.48061,2.11217
-1.00222,3.20504,-0.656299,-3.48067,2.11212
-1.0024,3.20501,-0.656286,-3.48072,2.11207
-1.00258,3.20497,-0.656274,-3.48077,2.11202
-1.00276,3.20494,-0.656262,-3.48083,2.11197
-1.00294,3.20491,-0.656249,-3.48088,2.11192
-1.00312,3.20487,-0.656237,-3.48094,2.11187
-1.0033,3.20484,-0.656224,-3.48099,2.11182
-1.00348,3.20481,-0.656212,-3.48104,2.11177
-1.00366,3.20477,-0.6562,-3.4811,2.11172
-1.00384,3.20474,-0.656187,-3.48115,2.11167
-1.00402,3.20471,-0.656175,-3.4812,2.11162
-1.0042,3.20467,-0.656163,-3.48126,2.11157
-1.00437,3.20464,-0.656151,-3.48131,2.11152
-1.00455,3.20461,-0.656139,-3.48137,2.11147
-1.00473,3.20457,-0.656126,-3.48142,2.11142
-1.00491,3.20454,-0.656114,-3.48147,2.11138
-1.00509,3.20451,-0.656102,-3.48153,2.11133
-1.00527,3.20448,-0.65609,-3.48158,2.11128
-1.00544,3.20444,-0.656078,-3.48163,2.11123
-1.00562,3.20441,-0.656066,-3.48169,2.11118
-1.0058,3.20438,-0.656054,-3.48174,2.11113
-1.00598,3.20434,-0.656042,-3.48179,2.11108
-1.00616,3.20431,-0.65603,-3.48185,2.11103
-1.00633,3.20428,-0.656018,-3.4819,2.11098
-1.00651,3.20424,-0.656006,-3.48195,2.11093
-1.00669,3.20421,-0.655994,-3.48201,2.11088
-1.00686,3.20418,-0.655983,-3.48206,2.11083
-1.00704,3.20414,-0.655971,-3.48211,2.11078
-1.00722,3.20411,-0.655959,-3.48217,2.11074
-1.0074,3.20408,-0.655947,-3.48222,2.11069
-1.00757,3.20405,-0.655936,-3.48227,2.11064
-1.00775,3.20401,-0.655924,-3.48232,2.11059
-1.00792,3.20398,-0.655912,-3.48238,2.11054
-1.0081,3.20395,-0.655901,-3.48243,2.11049
-1.00828,3.20391,-0.655889,-3.48248,2.11044
-1.00845,3.20388,-0.655877,-3.48254,2.11039
-1.00863,3.20385,-0.655866,-3.48259,2.11035
-1.0088,3.20382,-0.655854,-3.48264,2.1103
-1.00898,3.20378,-0.655843,-3.48269,2.11025
-1.00916,3.20375,-0.655831,-3.48275,2.1102
-1.00933,3.20372,-0.65582,-3.4828,2.11015
-1.00951,3.20368,-0.655808,-3.48285,2.1101
-1.00968,3.20365,-0.655797,-3.4829,2.11005
-1.00986,3.20362,-0.655786,-3.48296,2.11001
-1.01003,3.20359,-0.655774,-3.48301,2.10996
-1.01021,3.20355,-0.655763,-3.48306,2.10991
-1.01038,3.20352,-0.655752,-3.48311,2.10986
-1.01056,3.20349,-0.65574,-3.48317,2.10981
-1.01073,3.20345,-0.655729,-3.48322,2.10976
-1.0109,3.20342,-0.655718,-3.48327,2.10972
-1.01108,3.20339,-0.655707,-3.48332,2.10967
-1.01125,3.20336,-0.655695,-3.48338,2.10962
-1.01143,3.20332,-0.655684,-3.48343,2.10957
-1.0116,3.20329,-0.655673,-3.48348,2.10952
-1.01177,3.20326,-0.655662,-3.48353,2.10947
-1.01195,3.20323,-0.655651,-3.48358,2.10943
-1.01212,3.20319,-0.65564,-3.48364,2.10938
-1.01229,3.20316,-0.655629,-3.48369,2.10933
-1.01247,3.20313,-0.655618,-3.48374,2.10928
-1.01264,3.2031,-0.655607,-3.48379,2.10923
-1.01281,3.20306,-0.655596,-3.48384,2.10919
-1.01299,3.20303,-0.655585,-3.4839,2.10914
-1.01316,3.203,-0.655574,-3.48395,2.10909
-1.01333,3.20296,-0.655563,-3.484,2.10904
-1.0135,3.20293,-0.655553,-3.48405,2.109
-1.01368,3.2029,-0.655542,-3.4841,2.10895
-1.01385,3.20287,-0.655531,-3.48415,2.1089
-1.01402,3.20283,-0.65552,-3.48421,2.10885
-1.01419,3.2028,-0.655509,-3.48426,2.10881
-1.01436,3.20277,-0.655499,-3.48431,2.10876
-1.01454,3.20274,-0.655488,-3.48436,2.10871
-1.01471,3.2027,-0.655477,-3.48441,2.10866
-1.01488,3.20267,-0.655467,-3.48446,2.10861
-1.01505,3.20264,-0.655456,-3.48452,2.10857
-1.01522,3.20261,-0.655446,-3.48457,2.10852
-1.01539,3.20257,-0.655435,-3.48462,2.10847
-1.01556,3.20254,-0.655425,-3.48467,2.10843
-1.01573,3.20251,-0.655414,-3.48472,2.10838
-1.01591,3.20248,-0.655404,-3.48477,2.10833
-1.01608,3.20244,-0.655393,-3.48482,2.10828
-1.01625,3.20241,-0.655383,-3.48487,2.10824
-1.01642,3.20238,-0.655372,-3.48493,2.10819
-1.01659,3.20235,-0.655362,-3.48498,2.10814
-1.01676,3.20232,-0.655352,-3.48503,2.1081
-1.01693,3.20228,-0.655341,-3.48508,2.10805
-1.0171,3.20225,-0.655331,-3.48513,2.108
-1.01727,3.20222,-0.655321,-3.48518,2.10795
-1.01744,3.20219,-0.655311,-3.48523,2.10791
-1.01761,3.20215,-0.6553,-3.48528,2.10786
-1.01778,3.20212,-0.65529,-3.48533,2.10781
-1.01794,3.20209,-0.65528,-3.48538,2.10777
-1.01811,3.20206,-0.65527,-3.48543,2.10772
-1.01828,3.20202,-0.65526,-3.48548,2.10767
-1.01845,3.20199,-0.65525,-3.48554,2.10763
-1.01862,3.20196,-0.65524,-3.48559,2.10758
-1.01879,3.20193,-0.65523,-3.48564,2.10753
-1.01896,3.2019,-0.65522,-3.48569,2.10749
-1.01913,3.20186,-0.65521,-3.48574,2.10744
-1.01929,3.20183,-0.6552,-3.48579,2.10739
-1.01946,3.2018,-0.65519,-3.48584,2.10735
-1.01963,3.20177,-0.65518,-3.48589,2.1073
-1.0198,3.20174,-0.65517,-3.48594,2.10725
-1.01997,3.2017,-0.65516,-3.48599,2.10721
-1.02013,3.20167,-0.65515,-3.48604,2.10716
-1.0203,3.20164,-0.65514,-3.48609,2.10711
-1.02047,3.20161,-0.655131,-3.48614,2.10707
-1.02064,3.20157,-0.655121,-3.48619,2.10702
-1.0208,3.20154,-0.655111,-3.48624,2.10697
-1.02097,3.20151,-0.655102,-3.48629,2.10693
-1.02114,3.20148,-0.655092,-3.48634,2.10688
-1.02131,3.20145,-0.655082,-3.48639,2.10684
-1.02147,3.20141,-0.655073,-3.48644,2.10679
-1.02164,3.20138,-0.655063,-3.48649,2.10674
-1.02181,3.20135,-0.655053,-3.48654,2.1067
-1.02197,3.20132,-0.655044,-3.48659,2.10665
-1.02214,3.20129,-0.655034,-3.48664,2.10661
-1.02231,3.20125,-0.655025,-3.48669,2.10656
-1.02247,3.20122,-0.655015,-3.48674,2.10651
-1.02264,3.20119,-0.655006,-3.48679,2.10647
-1.0228,3.20116,-0.654997,-3.48684,2.10642
-1.02297,3.20113,-0.654987,-3.48689,2.10638
-1.02313,3.20109,-0.654978,-3.48694,2.10633
-1.0233,3.20106,-0.654968,-3.48699,2.10628
-1.02347,3.20103,-0.654959,-3.48704,2.10624
-1.02363,3.201,-0.65495,-3.48709,2.10619
-1.0238,3.20097,-0.654941,-3.48714,2.10615
-1.02396,3.20094,-0.654931,-3.48719,2.1061
-1.02413,3.2009,-0.654922,-3.48724,2.10606
-1.02429,3.20087,-0.654913,-3.48729,2.10601
-1.02446,3.20084,-0.654904,-3.48734,2.10596
-1.02462,3.20081,-0.654895,-3.48739,2.10592
-1.02478,3.20078,-0.654885,-3.48744,2.10587
-1.02495,3.20074,-0.654876,-3.48748,2.10583
-1.02511,3.20071,-0.654867,-3.48753,2.10578
-1.02528,3.20068,-0.654858,-3.48758,2.10574
-1.02544,3.20065,-0.654849,-3.48763,2.10569
-1.0256,3.20062,-0.65484,-3.48768,2.10565
-1.02577,3.20059,-0.654831,-3.48773,2.1056
-1.02593,3.20055,-0.654822,-3.48778,2.10556
-1.0261,3.20052,-0.654813,-3.48783,2.10551
-1.02626,3.20049,-0.654805,-3.48788,2.10547
-1.02642,3.20046,-0.654796,-3.48793,2.10542
-1.02659,3.20043,-0.654787,-3.48798,2.10537
-1.02675,3.2004,-0.654778,-3.48802,2.10533
-1.02691,3.20036,-0.654769,-3.48807,2.10528
-1.02707,3.20033,-0.65476,-3.48812,2.10524
-1.02724,3.2003,-0.654752,-3.48817,2.10519
-1.0274,3.20027,-0.654743,-3.48822,2.10515
-1.02756,3.20024,-0.654734,-3.48827,2.1051
-1.02772,3.20021,-0.654726,-3.48832,2.10506
-1.02789,3.20017,-0.654717,-3.48837,2.10501
-1.02805,3.20014,-0.654708,-3.48841,2.10497
-1.02821,3.20011,-0.6547,-3.48846,2.10493
-1.02837,3.20008,-0.654691,-3.48851,2.10488
-1.02853,3.20005,-0.654683,-3.48856,2.10484
-1.0287,3.20002,-0.654674,-3.48861,2.10479
-1.02886,3.19999,-0.654666,-3.48866,2.10475
-1.02902,3.19995,-0.654657,-3.48871,2.1047
-1.02918,3.19992,-0.654649,-3.48875,2.10466
-1.02934,3.19989,-0.65464,-3.4888,2.10461
-1.0295,3.19986,-0.654632,-3.48885,2.10457
-1.02966,3.19983,-0.654624,-3.4889,2.10452
-1.02982,3.1998,-0.654615,-3.48895,2.10448
-1.02998,3.19976,-0.654607,-3.489,2.10443
-1.03015,3.19973,-0.654599,-3.48904,2.10439
-1.03031,3.1997,-0.65459,-3.48909,2.10435
-1.03047,3.19967,-0.654582,-3.48914,2.1043
-1.03063,3.19964,-0.654574,-3.48919,2.10426
-1.03079,3.19961,-0.654566,-3.48924,2.10421
-1.03095,3.19958,-0.654558,-3.48928,2.10417
-1.03111,3.19955,-0.654549,-3.48933,2.10412
-1.03127,3.19951,-0.654541,-3.48938,2.10408
-1.03143,3.19948,-0.654533,-3.48943,2.10404
-1.03159,3.19945,-0.654525,-3.48948,2.10399
-1.03174,3.19942,-0.654517,-3.48952,2.10395
-1.0319,3.19939,-0.654509,-3.48957,2.1039
-1.03206,3.19936,-0.654501,-3.48962,2.10386
-1.03222,3.19933,-0.654493,-3.48967,2.10381
-1.03238,3.19929,-0.654485,-3.48971,2.10377
-1.03254,3.19926,-0.654477,-3.48976,2.10373
-1.0327,3.19923,-0.654469,-3.48981,2.10368
-1.03286,3.1992,-0.654461,-3.48986,2.10364
-1.03302,3.19917,-0.654453,-3.4899,2.1036
-1.03317,3.19914,-0.654446,-3.48995,2.10355
-1.03333,3.19911,-0.654438,-3.49,2.10351
-1.03349,3.19908,-0.65443,-3.49005,2.10346
-1.03365,3.19905,-0.654422,-3.49009,2.10342
-1.03381,3.19901,-0.654415,-3.49014,2.10338
-1.03396,3.19898,-0.654407,-3.49019,2.10333
-1.03412,3.19895,-0.654399,-3.49024,2.10329
-1.03428,3.19892,-0.654392,-3.49028,2.10325
-1.03444,3.19889,-0.654384,-3.49033,2.1032
-1.0346,3.19886,-0.654376,-3.49038,2.10316
-1.03475,3.19883,-0.654369,-3.49043,2.10312
-1.03491,3.1988,-0.654361,-3.49047,2.10307
-1.03507,3.19877,-0.654354,-3.49052,2.10303
-1.03522,3.19873,-0.654346,-3.49057,2.10298
-1.03538,3.1987,-0.654339,-3.49061,2.10294
-1.03554,3.19867,-0.654331,-3.49066,2.1029
-1.03569,3.19864,-0.654324,-3.49071,2.10285
-1.03585,3.19861,-0.654316,-3.49076,2.10281
-1.03601,3.19858,-0.654309,-3.4908,2.10277
-1.03616,3.19855,-0.654302,-3.49085,2.10272
-1.03632,3.19852,-0.654294,-3.4909,2.10268
-1.03647,3.19849,-0.654287,-3.49094,2.10264
-1.03663,3.19846,-0.65428,-3.49099,2.1026
-1.03679,3.19843,-0.654272,-3.49104,2.10255
-1.03694,3.19839,-0.654265,-3.49108,2.10251
-1.0371,3.19836,-0.654258,-3.49113,2.10247
-1.03725,3.19833,-0.654251,-3.49118,2.10242
-1.03741,3.1983,-0.654243,-3.49122,2.10238
-1.03756,3.19827,-0.654236,-3.49127,2.10234
-1.03772,3.19824,-0.654229,-3.49132,2.10229
-1.03787,3.19821,-0.654222,-3.49136,2.10225
-1.03803,3.19818,-0.654215,-3.49141,2.10221
-1.03818,3.19815,-0.654208,-3.49146,2.10217
-1.03834,3.19812,-0.654201,-3.4915,2.10212
-1.03849,3.19809,-0.654194,-3.49155,2.10208
-1.03865,3.19806,-0.654187,-3.49159,2.10204
-1.0388,3.19802,-0.65418,-3.49164,2.102
-1.03896,3.19799,-0.654173,-3.49169,2.10195
-1.03911,3.19796,-0.654166,-3.49173,2.10191
-1.03926,3.19793,-0.654159,-3.49178,2.10187
-1.03942,3.1979,-0.654152,-3.49183,2.10182
-1.03957,3.19787,-0.654146,-3.49187,2.10178
-1.03972,3.19784,-0.654139,-3.49192,2.10174
-1.03988,3.19781,-0.654132,-3.49196,2.1017
-1.04003,3.19778,-0.654125,-3.49201,2.10165
-1.04019,3.19775,-0.654118,-3.49206,2.10161
-1.04034,3.19772,-0.654112,-3.4921,2.10157
-1.04049,3.19769,-0.654105,-3.49215,2.10153
-1.04064,3.19766,-0.654098,-3.49219,2.10149
-1.0408,3.19763,-0.654092,-3.49224,2.10144
-1.04095,3.1976,-0.654085,-3.49228,2.1014
-1.0411,3.19756,-0.654078,-3.49233,2.10136
-1.04125,3.19753,-0.654072,-3.49238,2.10132
-1.04141,3.1975,-0.654065,-3.49242,2.10127
-1.04156,3.19747,-0.654059,-3.49247,2.10123
-1.04171,3.19744,-0.654052,-3.49251,2.10119
-1.04186,3.19741,-0.654046,-3.49256,2.10115
-1.04202,3.19738,-0.654039,-3.4926,2.10111
-1.04217,3.19735,-0.654033,-3.49265,2.10106
-1.04232,3.19732,-0.654026,-3.4927,2.10102
-1.04247,3.19729,-0.65402,-3.49274,2.10098
-1.04262,3.19726,-0.654014,-3.49279,2.10094
-1.04277,3.19723,-0.654007,-3.49283,2.1009
-1.04293,3.1972,-0.654001,-3.49288,2.10085
-1.04308,3.19717,-0.653995,-3.49292,2.10081
-1.04323,3.19714,-0.653988,-3.49297,2.10077
-1.04338,3.19711,-0.653982,-3.49301,2.10073
-1.04353,3.19708,-0.653976,-3.49306,2.10069
-1.04368,3.19705,-0.65397,-3.4931,2.10065
-1.04383,3.19702,-0.653964,-3.49315,2.1006
-1.04398,3.19699,-0.653957,-3.49319,2.10056
-1.04413,3.19696,-0.653951,-3.49324,2.10052
-1.04428,3.19693,-0.653945,-3.49328,2.10048
-1.04443,3.19689,-0.653939,-3.49333,2.10044
-1.04458,3.19686,-0.653933,-3.49337,2.1004
-1.04473,3.19683,-0.653927,-3.49342,2.10035
-1.04488,3.1968,-0.653921,-3.49346,2.10031
-1.04503,3.19677,-0.653915,-3.49351,2.10027
-1.04518,3.19674,-0.653909,-3.49355,2.10023
-1.04533,3.19671,-0.653903,-3.4936,2.10019
-1.04548,3.19668,-0.653897,-3.49364,2.10015
-1.04563,3.19665,-0.653891,-3.49369,2.10011
-1.04578,3.19662,-0.653885,-3.49373,2.10007
-1.04593,3.19659,-0.65388,-3.49378,2.10002
-1.04608,3.19656,-0.653874,-3.49382,2.09998
-1.04623,3.19653,-0.653868,-3.49387,2.09994
-1.04637,3.1965,-0.653862,-3.49391,2.0999
-1.04652,3.19647,-0.653856,-3.49396,2.09986
-1.04667,3.19644,-0.653851,-3.494,2.09982
-1.04682,3.19641,-0.653845,-3.49405,2.09978
-1.04697,3.19638,-0.653839,-3.49409,2.09974
-1.04712,3.19635,-0.653834,-3.49413,2.0997
-1.04726,3.19632,-0.653828,-3.49418,2.09965
-1.04741,3.19629,-0.653822,-3.49422,2.09961
-1.04756,3.19626,-0.653817,-3.49427,2.09957
-1.04771,3.19623,-0.653811,-3.49431,2.09953
-1.04786,3.1962,-0.653806,-3.49436,2.09949
-1.048,3.19617,-0.6538,-3.4944,2.09945
-1.04815,3.19614,-0.653795,-3.49445,2.09941
-1.0483,3.19611,-0.653789,-3.49449,2.09937
-1.04845,3.19608,-0.653784,-3.49453,2.09933
-1.04859,3.19605,-0.653778,-3.49458,2.09929
-1.04874,3.19602,-0.653773,-3.49462,2.09925
-1.04889,3.19599,-0.653767,-3.49467,2.09921
-1.04903,3.19596,-0.653762,-3.49471,2.09917
-1.04918,3.19593,-0.653757,-3.49475,2.09913
-1.04933,3.1959,-0.653751,-3.4948,2.09908
-1.04947,3.19587,-0.653746,-3.49484,2.09904
-1.04962,3.19584,-0.653741,-3.49489,2.099
-1.04976,3.19581,-0.653736,-3.49493,2.09896
-1.04991,3.19578,-0.65373,-3.49497,2.09892
-1.05006,3.19575,-0.653725,-3.49502,2.09888
-1.0502,3.19572,-0.65372,-3.49506,2.09884
-1.05035,3.19569,-0.653715,-3.4951,2.0988
-1.05049,3.19566,-0.65371,-3.49515,2.09876
-1.05064,3.19563,-0.653705,-3.49519,2.09872
-1.05079,3.1956,-0.6537,-3.49524,2.09868
-1.05093,3.19557,-0.653694,-3.49528,2.09864
-1.05108,3.19554,-0.653689,-3.49532,2.0986
-1.05122,3.19551,-0.653684,-3.49537,2.09856
-1.05137,3.19548,-0.653679,-3.49541,2.09852
-1.05151,3.19545,-0.653674,-3.49545,2.09848
-1.05166,3.19542,-0.65367,-3.4955,2.09844
-1.0518,3.19539,-0.653665,-3.49554,2.0984
-1.05195,3.19537,-0.65366,-3.49558,2.09836
-1.05209,3.19534,-0.653655,-3.49563,2.09832
-1.05223,3.19531,-0.65365,-3.49567,2.09828
-1.05238,3.19528,-0.653645,-3.49571,2.09824
-1.05252,3.19525,-0.65364,-3.49576,2.0982
-1.05267,3.19522,-0.653635,-3.4958,2.09816
-1.05281,3.19519,-0.653631,-3.49584,2.09812
-1.05295,3.19516,-0.653626,-3.49589,2.09808
